shot,sub_start,sub_end
1170,2246,2286
1171,2276,2316
1172,2281,2321
1173,2226,2266
1174,2286,2326
1175,2251,2291
1176,2246,2286
1177,2221,2261
1178,2286,2326
1179,2266,2306
1180,2256,2296
1181,2276,2316
1182,2296,2336
1183,2266,2306
1184,2256,2296
1185,2281,2321
1186,2251,2291
1187,2276,2316
1188,2251,2291
1189,2291,2331
1190,2241,2281
1191,2286,2326
1192,2286,2326
1193,2266,2306
1194,2241,2281
1195,2241,2281
1196,2231,2271
1197,2236,2276
1198,2266,2306
1199,2266,2306
1200,2241,2281
1201,2256,2296
1202,2301,2341
1203,5451,5491
1204,4676,4716
1205,4091,4131
1206,3901,3941
1207,3746,3786
1208,3556,3596
1209,3371,3411
1210,3296,3336
1211,3146,3186
1212,3061,3101
1213,2941,2981
1214,2901,2941
1215,2826,2866
1216,2791,2831
1217,2731,2771
1218,2621,2661
1219,2591,2631
1220,2576,2616
1221,2556,2596
1222,2496,2536
1223,2451,2491
1224,2406,2446
1225,2371,2411
1226,2336,2376
1230,5766,5806
1231,5636,5676
1232,5321,5361
1233,4681,4721
1234,4281,4321
1235,3961,4001
1236,3816,3856
1237,3496,3536
1238,3356,3396
1239,3311,3351
1240,3051,3091
1241,3041,3081
1242,3046,3086
1243,2891,2931
1244,2806,2846
1245,2756,2796
1246,2686,2726
1247,2661,2701
1248,2661,2701
1249,2586,2626
1250,2516,2556
1251,2486,2526
1252,2416,2456
1253,2461,2501
1254,2436,2476
1255,2371,2411
1256,2376,2416
1257,2341,2381
1258,2311,2351
1259,2291,2331
1260,2241,2281
1261,2271,2311
1262,2241,2281
1263,5261,5301
1264,4711,4751
1265,4291,4331
1266,3961,4001
1267,3721,3761
1268,3481,3521
1269,3371,3411
1270,3236,3276
1271,3086,3126
1272,3011,3051
1273,2921,2961
1274,2846,2886
1275,2796,2836
1276,2786,2826
1277,2731,2771
1278,2641,2681
1279,2596,2636
1280,2531,2571
1281,2526,2566
1282,2521,2561
1283,2431,2471
1284,2401,2441
1285,2351,2391
1286,2331,2371
1287,2391,2431
1288,2331,2371
1289,2321,2361
1290,2256,2296
1291,2251,2291
1292,2216,2256
1293,2286,2326
1294,2246,2286
1295,2266,2306
1296,2256,2296
1297,2241,2281
1298,2256,2296
1299,2271,2311
1300,2236,2276
1301,2306,2346
1302,2241,2281
1303,2261,2301
1304,2251,2291
1305,2276,2316
1306,2251,2291
1307,2231,2271
1308,2271,2311
1309,2306,2346
1310,2301,2341
1311,2266,2306
1312,2246,2286
1313,2286,2326
1314,2291,2331
1315,2281,2321
1316,2276,2316
1317,2266,2306
1318,2256,2296
1319,2231,2271
1320,2296,2336
1321,2276,2316
1322,2271,2311
1323,2241,2281
1324,2251,2291
1325,2221,2261
1326,2286,2326
1327,2276,2316
1328,2301,2341
1329,2256,2296
1330,2211,2251
1331,2236,2276
1332,2261,2301
1333,2276,2316
1334,2241,2281
1335,2221,2261
1336,2291,2331
1337,2251,2291
1338,2246,2286
1339,2281,2321
1340,2251,2291
1341,2281,2321
1342,2236,2276
1343,2226,2266
1344,2231,2271
1345,2221,2261
1346,2241,2281
1347,2366,2406
1348,2231,2271
1349,2226,2266
1350,2266,2306
1351,2296,2336
1352,2236,2276
1353,2276,2316
1354,2301,2341
1355,2276,2316
1356,2311,2351
1357,2241,2281
1358,2306,2346
1359,2286,2326
1360,2316,2356
1361,2266,2306
1362,2311,2351
1363,2291,2331
1364,2271,2311
1365,2296,2336
1366,2261,2301
1367,2296,2336
1368,2226,2266
1370,2256,2296
1371,2256,2296
1372,2291,2331
1373,2221,2261
1374,2201,2241
1375,2246,2286
1376,2246,2286
1377,2251,2291
1378,2281,2321
1379,2276,2316
1380,2256,2296
1382,2266,2306
1383,2241,2281
1384,2281,2321
1385,2251,2291
1386,2276,2316
1387,2251,2291
1388,2281,2321
1389,2256,2296
1390,2256,2296
1391,2216,2256
1392,2221,2261
1393,2226,2266
1394,2276,2316
1395,2271,2311
1396,2256,2296
1397,2261,2301
1398,2221,2261
1399,2251,2291
1400,2231,2271
1401,2286,2326
1402,2261,2301
1403,2276,2316
1404,2221,2261
1405,2251,2291
1406,2266,2306
1407,2276,2316
1408,2231,2271
1409,2226,2266
1410,2266,2306
1411,2296,2336
1412,2261,2301
1413,2281,2321
1414,2291,2331
1415,2261,2301
1416,2261,2301
1417,2251,2291
1418,2236,2276
1419,2296,2336
1420,2256,2296
1421,2201,2241
1422,2286,2326
1423,2306,2346
1424,2261,2301
1425,2221,2261
1426,2276,2316
1427,2251,2291
1428,2301,2341
1429,2266,2306
1430,2296,2336
1431,2266,2306
1432,2261,2301
1433,2231,2271
1434,2226,2266
1435,2311,2351
1436,2301,2341
1437,2271,2311
1438,2261,2301
1439,2256,2296
1440,2256,2296
1441,2296,2336
1442,2251,2291
1443,2276,2316
1444,2281,2321
1445,2286,2326
1446,2301,2341
1447,2276,2316
1448,2271,2311
1449,2236,2276
1450,2301,2341
1451,2226,2266
1452,2236,2276
1453,2246,2286
1454,2261,2301
1455,2271,2311
1456,2261,2301
1457,2306,2346
1458,2251,2291
1459,2246,2286
1460,2236,2276
1461,2241,2281
1462,2266,2306
1463,2276,2316
1464,2256,2296
1465,2246,2286
1466,2261,2301
1467,2246,2286
1468,2281,2321
1469,2271,2311
1470,2246,2286
1471,2261,2301
1472,2201,2241
1473,2246,2286
1474,2231,2271
1475,2221,2261
1476,2266,2306
1477,2241,2281
1478,2256,2296
1479,2276,2316
1480,2261,2301
1481,2286,2326
1482,2281,2321
1483,2281,2321
1484,2256,2296
1485,2251,2291
1486,2281,2321
1487,2236,2276
1488,2271,2311
1489,2296,2336
1490,2216,2256
1491,2211,2251
1492,2251,2291
1493,2281,2321
1494,2236,2276
1495,2271,2311
1496,2266,2306
1497,2251,2291
1498,2221,2261
1499,2271,2311
1500,2261,2301
1501,2291,2331
1502,2276,2316
1503,2261,2301
1504,2211,2251
1505,2276,2316
1506,2211,2251
1507,2236,2276
1508,2301,2341
1509,2281,2321
1510,2281,2321
1511,2246,2286
1512,2266,2306
1513,2266,2306
1514,2246,2286
1515,2211,2251
1516,2246,2286
1517,2211,2251
1518,2301,2341
1519,2246,2286
1520,2296,2336
1521,2296,2336
1522,2236,2276
1523,2261,2301
1524,2271,2311
1525,2281,2321
1526,2266,2306
1527,2241,2281
1528,2226,2266
1529,2271,2311
1530,2271,2311
1531,2256,2296
1532,2241,2281
1533,2231,2271
1534,2281,2321
1535,2281,2321
1536,2261,2301
1537,2231,2271
1538,2261,2301
1539,2251,2291
1540,2326,2366
1541,2241,2281
1542,2281,2321
1543,2251,2291
1544,2261,2301
1545,2241,2281
1546,2246,2286
1547,2231,2271
1548,2236,2276
1549,2226,2266
1550,2206,2246
1551,2241,2281
1552,2251,2291
1553,2226,2266
1554,2241,2281
1555,2211,2251
1556,2261,2301
1557,2266,2306
1558,2256,2296
1559,2276,2316
1560,2256,2296
1561,2281,2321
1562,2346,2386
1563,2301,2341
1564,2301,2341
1565,5386,5426
1566,4766,4806
1567,4181,4221
1568,4056,4096
1569,3766,3806
1570,3566,3606
1571,3416,3456
1572,3156,3196
1573,3111,3151
1574,3171,3211
1575,3021,3061
1576,2891,2931
1577,2741,2781
1578,2766,2806
1579,2676,2716
1580,2616,2656
1581,2561,2601
1582,2511,2551
1583,2466,2506
1584,2451,2491
1585,2451,2491
1586,2416,2456
1587,2331,2371
1588,2376,2416
1589,2311,2351
1590,2316,2356
1591,2301,2341
1592,2266,2306
1593,2246,2286
1594,2261,2301
1595,2236,2276
1596,2271,2311
1597,2256,2296
1598,2276,2316
1599,2246,2286
1600,2261,2301
1601,2266,2306
1602,2266,2306
1603,2261,2301
1604,2286,2326
1605,2281,2321
1606,2276,2316
1607,2241,2281
1608,2261,2301
1609,2271,2311
1610,2266,2306
1611,2236,2276
1612,2251,2291
1613,2271,2311
1614,2296,2336
1615,2236,2276
1616,2271,2311
1617,2266,2306
1618,2336,2376
1619,2261,2301
1620,2291,2331
1621,2276,2316
1622,2281,2321
1623,2261,2301
1624,2236,2276
1625,2251,2291
1626,2311,2351
1627,2236,2276
1628,2241,2281
1629,2296,2336
1630,2286,2326
1631,2246,2286
1632,2286,2326
1633,2256,2296
1634,2261,2301
1635,2256,2296
1636,2251,2291
1637,2251,2291
1638,2256,2296
1639,2231,2271
1640,2231,2271
1641,2261,2301
1642,2251,2291
1643,2266,2306
1644,2266,2306
1645,2271,2311
1646,2236,2276
1647,2236,2276
1648,2316,2356
1649,2221,2261
1650,2206,2246
1651,2241,2281
1652,2266,2306
1653,2256,2296
1654,2241,2281
1655,2411,2451
1656,2256,2296
1657,2301,2341
1658,2276,2316
1659,2246,2286
1660,2231,2271
1661,2226,2266
1662,2256,2296
1663,2241,2281
1664,2236,2276
1665,2256,2296
1666,2271,2311
